House,CO,D,Diana,DeGette,-0.451,,
House,CO,D,Jared,Polis,-0.317,,
House,CO,R,Scott,Tipton,0.478,,
House,CO,R,Ken,Buck,,,
House,CO,R,Doug,Lamborn,0.729,,
House,CO,R,Mike,Coffman,0.563,,
House,CO,D,Ed,Perlmutter,-0.286,,
House,FL,R,Matt,Gaetz,,,
House,FL,R,Neal,Dunn,,,
House,FL,R,Ted,Yoho,0.85,,
House,FL,R,John,Rutherford,,,
House,FL,D,Al,Lawson,,,
House,FL,R,Ron,DeSantis,0.739,,
House,FL,D,Stephanie,Murphy,,,
House,FL,R,Bill,Posey,0.501,,
House,FL,D,Darren,Soto,,,
House,FL,D,Val,Demings,,,
House,FL,R,Dan,Webster,,Daniel,
House,FL,R,Gus,Bilirakis,0.393,,
House,FL,D,Charlie,Crist,,,
House,FL,D,Kathy,Castor,-0.423,,
House,FL,R,Dennis,Ross,0.604,Dennis A.,
House,FL,R,Vern,Buchanan,0.372,,
House,FL,R,Tom,Rooney,0.509,,
House,FL,R,Brian,Mast,,,
House,FL,R,Francis,Rooney,,,
House,FL,D,Alcee,Hastings,-0.573,,
House,FL,D,Ted,Deutch,-0.426,,
House,FL,D,Lois,Frankel,-0.44,,
House,FL,D,Debbie,Wasserman Schultz,-0.417,,
House,FL,D,Frederica,Wilson,-0.47,,
House,FL,R,Mario,Diaz-Balart,0.308,,
House,FL,R,Carlos,Curbelo,,,
House,FL,R,Ileana,Ros-Lehtinen,0.26,,
House,GA,R,Buddy,Carter,,,
House,GA,D,Sanford,Bishop,-0.264,,
House,GA,R,Drew,Ferguson,,,
House,GA,D,Hank,Johnson,-0.458,,
House,GA,D,John,Lewis,-0.597,,
House,GA,R,Tom,Price,0.68,,
House,GA,R,Rob,Woodall,0.757,Robert,
House,GA,R,Austin,Scott,0.623,,
House,GA,R,Doug,Collins,0.696,,
House,GA,R,Jody,Hice,,,
House,GA,R,Barry,Loudermilk,,,
House,GA,D,Rick,Allen,-0.115,Rick W.,
House,GA,D,David,Scott,-0.308,,
House,GA,R,Tom,Graves,0.871,,
House,HI,D,Colleen,Hanabusa,-0.374,,
House,HI,D,Tulsi,Gabbard,-0.291,,
House,IA,R,Rod,Blum,,,
House,IA,D,David,Loebsack,-0.284,Dave,
House,IA,R,David,Young,,,
House,IA,R,Steve,King,0.661,,
House,ID,R,Raul,Labrador,0.866,,
House,ID,R,Mike,Simpson,0.322,,
House,IL,D,Bobby,Rush,-0.495,,
House,IL,D,Robin,Kelly,-0.464,,
House,IL,D,Dan,Lipinski,-0.241,,
House,IL,D,Luis,Gutierrez,-0.501,,
House,IL,D,Mike,Quigley,-0.336,,
House,IL,R,Peter,Roskam,0.474,,
House,IL,D,Danny,Davis,-0.51,Danny K.,
House,IL,D,Raja,Krishnamoorthi,,,
House,IL,D,Jan,Schakowsky,-0.614,Janice,
House,IL,D,Brad,Schneider,-0.195,,
House,IL,D,Bill,Foster,-0.203,,
House,IL,R,Mike,Bost,,,
House,IL,R,Rodney,Davis,0.412,,
House,IL,R,Randy,Hultgren,0.537,,
House,IL,R,John,Shimkus,0.401,,
House,IL,R,Adam,Kinzinger,0.347,,
House,IL,D,Cheri,Bustos,-0.212,,
House,IL,R,Darin,LaHood,,,
House,IN,D,Peter,Visclosky,-0.403,Pete,
House,IN,R,Jackie,Walorski,0.419,,
House,IN,R,Jim,Banks,,,
House,IN,R,Todd,Rokita,0.671,,
House,IN,R,Susan,Brooks,0.438,,
House,IN,R,Luke,Messer,0.593,,
House,IN,D,Andre,Carson,-0.417,,
House,IN,R,Larry,Bucshon,0.442,,
House,IN,R,Trey,Hollingsworth,,,
House,KS,R,Roger,Marshall,,,
House,KS,R,Lynn,Jenkins,0.563,,
House,KS,R,Kevin,Yoder,0.624,,
House,KS,R,Mike,Pompeo,0.717,,
House,KY,R,James,Comer,,,
House,KY,R,Brett,Guthrie,0.391,,
House,KY,D,John,Yarmuth,-0.394,,
House,KY,R,Thomas,Massie,0.98,,
House,KY,R,Hal,Rogers,0.342,,
House,KY,R,Andy,Barr,0.488,,
House,LA,R,Steve,Scalise,0.597,,
House,LA,D,Cedric,Richmond,-0.441,,
House,LA,R,Clay,Higgins,,,
House,LA,R,Mike,Johnson,,,
House,LA,R,Ralph,Abraham,,,
House,LA,R,Garret,Graves,,,
House,MA,D,Richard,Neal,-0.427,,
House,MA,D,Jim,McGovern,-0.553,,
House,MA,D,Niki,Tsongas,-0.43,,
House,MA,D,Joe,Kennedy III,-0.463,Joseph,Kennedy
House,MA,D,Katherine,Clark,-0.562,,
House,MA,D,Seth,Moulton,,,
House,MA,D,Michael,Capuano,-0.592,Mike,
House,MA,D,Steve,Lynch,-0.354,Stephen,F. Lynch
House,MA,D,Bill,Keating,-0.354,,
House,MD,R,Andy,Harris,0.606,Andrew,
House,MD,D,Dutch,Ruppersberger,-0.288,,
House,MD,D,John,Sarbanes,-0.455,,
House,MD,D,Anthony,Brown,,Anthony G.,
House,MD,D,Steny,Hoyer,-0.377,,
House,MD,D,John,Delaney,-0.288,,
House,MD,D,Elijah,Cummings,-0.448,,
House,MD,D,Jamie,Raskin,,,
House,ME,D,Chellie,Pingree,-0.485,,
House,ME,R,Bruce,Poliquin,,,
House,MI,R,Jack,Bergman,,,
House,MI,R,Bill,Huizenga,0.707,,
House,MI,R,Justin,Amash,0.898,,
House,MI,R,John,Moolenaar,,,
House,MI,D,Dan,Kildee,-0.423,,
House,MI,R,Fred,Upton,0.346,,
House,MI,R,Tim,Walberg,0.563,,
House,MI,R,Mike,Bishop,,,
House,MI,D,Sander,Levin,-0.378,,
House,MI,R,Paul,Mitchell,,,
House,MI,R,Dave,Trott,,,
House,MI,D,Debbie,Dingell,,,
House,MI,D,John,Conyers,-0.687,,
House,MI,D,Brenda,Lawrence,,,
House,MN,D,Tim,Walz,-0.285,,
House,MN,R,Jason,Lewis,,,
House,MN,R,Erik,Paulsen,0.451,,
House,MN,D,Betty,McCollum,-0.429,,
House,MN,D,Keith,Ellison,-0.583,,
House,MN,R,Tom,Emmer,,,
House,MN,D,Collin,Peterson,-0.155,,
House,MN,D,Rick,Nolan,-0.411,,
House,MO,D,Lacy,Clay,-0.501,,
House,MO,R,Ann,Wagner,0.481,,
House,MO,R,Blaine,Luetkemeyer,0.487,,
House,MO,R,Vicky,Hartzler,0.526,,
House,MO,D,Emanuel,Cleaver,-0.442,,
House,MO,R,Samuel,Graves,0.471,Sam,
House,MO,R,Billy,Long,0.628,,
House,MO,R,Jason,Smith,0.634,Jason T.,
House,MS,R,Trent,Kelly,,,
House,MS,D,Bennie,Thompson,-0.5,,
House,MS,R,Gregg,Harper,0.422,,
House,MS,R,Steven,Palazzo,0.514,,
House,MT,R,Ryan,Zinke,,,
House,NC,D,G.K.,Butterfield,-0.392,G. K.,
House,NC,R,George,Holding,0.451,,
House,NC,R,Walter Beaman,Jones,0.211,Walter,Jones Jr.
House,NC,D,David Eugene,Price,-0.341,David,
House,NC,R,Virginia,Foxx,0.695,,
House,NC,R,Mark,Walker,,,
House,NC,R,David,Rouzer,,,
House,NC,R,Richard,Hudson,0.73,,
House,NC,R,Robert,Pittenger,0.627,,
House,NC,R,Patrick,McHenry,0.624,,
House,NC,R,Mark,Meadows,0.662,,
House,NC,D,Alma,Adams,-0.437,,
House,NC,R,Ted,Budd,,,
